timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,43745.401188473625,46381.44568372174,46381.44568372174,46381.44568372174,369.02083708397487,42972882.57403531
2024-01-01 00:05:00,49507.14306409916,44592.92453534193,40214.14394718454,44592.92453534193,185.33599764585222,26747784.01109104
2024-01-01 00:10:00,47319.93941811405,49644.98524863941,42159.676332438634,49644.98524863941,213.72330247499437,12991418.089080548
2024-01-01 00:15:00,45986.58484197037,47287.20004121785,42189.78450984238,42189.78450984238,262.6040153628296,37885522.18406426
2024-01-01 00:20:00,41560.18640442436,45878.56415998941,43785.07213429376,45878.56415998941,283.2880009284535,23259194.2414316
2024-01-01 00:25:00,41559.945203362025,50388.41190788805,46862.85246361873,47002.100149902224,318.03562828948964,31352864.238814868
2024-01-01 00:30:00,40580.836121682,48255.64489345382,48255.64489345382,48255.64489345382,329.91402606714496,8934203.348001186
2024-01-01 00:35:00,48661.76145774935,47726.41513066152,39398.56025258237,44069.71030428007,510.14471093878234,33052863.517735645
2024-01-01 00:40:00,46011.15011743209,49155.38654213873,46514.812596776734,46869.21907657482,558.6158717434371,21183322.49147572
2024-01-01 00:45:00,47080.725777960455,49113.83883025969,40764.129867585376,43032.01471384283,377.99128731372036,19372728.487050746
2024-01-01 00:50:00,40205.84494295802,50632.8876051463,42973.72072889083,44354.7609236182,916.5667779286554,49076116.62377886
2024-01-01 00:55:00,49699.09852161994,48956.27131203399,38394.35270954168,48956.27131203399,597.8257510050591,23891809.566971373
2024-01-01 01:00:00,48324.42640800422,51133.720739772354,39630.88858751239,49499.076093309544,808.729235230066,35189765.39332377
2024-01-01 01:05:00,42123.391106782765,47188.173469272646,41837.327468586795,47188.173469272646,931.814049178759,32875466.63639669
2024-01-01 01:10:00,41818.249672071004,46038.51300101852,42103.82966345582,43743.51890776185,246.8216031182247,8797963.340717252
2024-01-01 01:15:00,41834.04509853434,48200.57789974664,48200.57789974664,48200.57789974664,485.08703534407107,38404666.70495854
2024-01-01 01:20:00,43042.422429595375,40258.6708172542,40258.6708172542,40258.6708172542,489.8893615431479,18865323.35794452
2024-01-01 01:25:00,45247.56431632238,42881.51944541824,41027.45910539421,41027.45910539421,419.02502539451876,40751219.26304981
2024-01-01 01:30:00,44319.450186421156,46613.73736375361,45188.85812402289,46613.73736375361,108.01527989647595,31951476.000307593
2024-01-01 01:35:00,42912.291401980416,43122.53641522904,40900.56478509582,42912.48575270057,834.3748970002855,18586208.53786052
2024-01-01 01:40:00,46118.52894722379,49513.86218400478,41931.86035905971,49513.86218400478,200.4033893985125,20389476.175229263
2024-01-01 01:45:00,41394.938606520416,44360.60612092305,41838.031079503606,44360.60612092305,995.932538129583,37649339.00465259
2024-01-01 01:50:00,42921.44648535218,50911.64975687259,41917.93193195902,44293.64820389177,795.6626427200634,29302728.495652568
2024-01-01 01:55:00,43663.61843293691,46780.795101909316,46075.57007734179,46780.795101909316,622.009015845863,34744147.8708805
2024-01-01 02:00:00,44560.69984217036,48832.985732045025,44369.69513708499,47675.685623061894,239.14577596743771,11282642.76945866
2024-01-01 02:05:00,47851.75961393014,44755.58738125137,42625.09013703973,44755.58738125137,563.8536742539223,40200926.922507256
2024-01-01 02:10:00,41996.7378215836,50946.7554639952,39789.0772247446,42140.00901711724,334.99786677202803,18738000.670091596
2024-01-01 02:15:00,45142.344384136115,50713.55127507863,38265.66995530575,47733.08642725622,327.0902720887625,32513618.289252974
2024-01-01 02:20:00,45924.145688620425,47846.81375643109,40626.01613105231,43203.51274873628,846.5763244442369,9275271.9611324
2024-01-01 02:25:00,40464.50412719998,48066.80979760726,39289.656847624174,41751.107692938574,442.5799815634912,18785331.09322048
2024-01-01 02:30:00,46075.44851901438,46316.40189925013,46316.40189925013,46316.40189925013,505.65142305172367,33847895.48106553
2024-01-01 02:35:00,41705.24123687291,51818.45879336323,39349.97549376662,40904.53666990351,858.6682640021064,16613482.085351527
2024-01-01 02:40:00,40650.515929852794,50533.991242909775,46690.738847682034,49713.52675086055,179.01156314695828,44494361.05049159
2024-01-01 02:45:00,49488.85537253333,50741.274708761106,42627.90427731299,46323.97264412137,635.1560677819446,34416506.37439734
2024-01-01 02:50:00,49656.32033074559,49858.95520921756,38880.54067692531,49858.95520921756,620.394113235734,44032806.0916526
2024-01-01 02:55:00,48083.97348116461,44137.44314385444,43388.93423478636,43388.93423478636,482.6931123400077,22187972.303551555
2024-01-01 03:00:00,43046.137691733704,50723.78378908577,44955.56684283936,49712.05161190398,846.7971772816836,5563316.560735051
2024-01-01 03:05:00,40976.72114006384,43498.20313781431,40829.138154362874,41455.62247728623,948.6010552021233,30502438.314334728
2024-01-01 03:10:00,46842.33026512157,46752.538520106435,40406.947723470286,40406.947723470286,518.8022757222498,19602901.125367127
2024-01-01 03:15:00,44401.52493739601,41196.77166812659,38543.09976644662,40329.84060454603,510.5323458985597,24616665.29242825
2024-01-01 03:20:00,41220.38234844779,51063.467561593,40421.83529837315,44648.70370599227,551.8573567036703,35331069.84044644
2024-01-01 03:25:00,44951.7691011127,41689.24549325456,40830.04197478595,40830.04197478595,750.8116277497554,36230574.6852601
2024-01-01 03:30:00,40343.885211152185,45121.67884167602,45121.67884167602,45121.67884167602,701.2542616290661,5267595.083827509
2024-01-01 03:35:00,49093.204020787816,46697.60989753858,41471.260324693736,43275.005035089,300.55145428619835,39387922.95062222
2024-01-01 03:40:00,42587.799816000166,49169.11600255578,38744.2985042334,43356.289924741155,157.50581373940898,26701870.08797963
2024-01-01 03:45:00,46625.22284353982,47432.215671235586,46356.0899654517,46356.0899654517,954.3287168351104,29608143.5729293
2024-01-01 03:50:00,43117.11076089411,42785.60695360188,41630.9800615162,41630.9800615162,334.9627837603339,17707732.51873322
2024-01-01 03:55:00,45200.680211778104,47665.53370339731,40348.56097913918,47665.53370339731,674.7370162215326,23358354.156026725
2024-01-01 04:00:00,45467.102793432794,49085.80696368927,44192.74186833172,45820.30919778635,845.5942024693501,36677256.16304926
2024-01-01 04:05:00,41848.54455525527,51822.48791093312,48922.72639138937,49149.44628847511,370.2490754924676,39728834.93543589
2024-01-01 04:10:00,49695.846277645585,49718.95744367308,38522.558934120505,43648.40653767523,671.8900722912358,21806884.333726987
2024-01-01 04:15:00,47751.328233611144,49827.149920671254,47189.649056370654,49827.149920671254,197.11021703430242,35791406.50196119
2024-01-01 04:20:00,49394.98941564189,50845.20713678928,44869.678735264504,45758.27646714023,972.9382999380946,15870001.077668149
2024-01-01 04:25:00,48948.27350427649,49734.019561875335,43105.3893986218,49734.019561875335,152.3424475455633,42273042.5981657
2024-01-01 04:30:00,45978.99978811085,46299.20901092161,40270.606540471155,40270.606540471155,494.35720645687866,32051454.989738803
2024-01-01 04:35:00,49218.74235023117,47279.76322412388,47279.76322412388,47279.76322412388,583.1373178540209,39658579.73907717
2024-01-01 04:40:00,40884.92502051919,48166.21524292736,40750.47453395229,48166.21524292736,811.4336007970276,25949123.20662098
2024-01-01 04:45:00,41959.828624191454,49302.28923152687,39723.76838086543,40531.732866764876,209.0156653651791,14539027.109169941
2024-01-01 04:50:00,40452.27288910538,46321.226887233905,45789.69664016246,45789.69664016246,496.7271764696589,23744631.21242762
